movie_title,movie_info,critics_consensus,rating,genre,directors,writers,cast,in_theaters_date,on_streaming_date,runtime_in_minutes,studio_name,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
The Ten,"Composed of 10 vignettes, each one inspired by one of the Biblical commandments, ""The Ten"" is an irreverent but hilarious illustration of how bad behavior makes for good comedy. With each story told in a different style, but containing overlapping characters and themes, the film is a grand burlesque boasting an all-star cast that puts the sin back in cinema.","Although a few of the sketches that make up The Ten are humorous, the uneven and random tone of the film cause it to fall apart.",R,Comedy,David Wain,"Ken Marino, David Wain","Paul Rudd, Gretchen Mol, Adam Brody, Famke Janssen, Winona Ryder, Oliver Platt, Jessica Alba, Liev Schreiber, Justin Theroux, Ron Silver, Ken Marino, A.D. Miles, Rob Corddry, David Wain, Joe Lo Truglio, Janeane Garofalo, Todd Holoubek, Mather Zickel, Michael Ziegfield, Jason Sudeikis, Ali Marsh, Edmond Genest, Jon Hamm, Cedric Sanders, H. Jon Benjamin, Arlen Escarpeta, Bobby Cannavale, Rashida Jones, Robert Ben Garant, Andrew Dawson, John Patrick Barry, Zandy Hartig, Michael Ian Black, Michael Showalter, John Tormey, Charlie McDermott, Joe Passaro, Jerry Grayson, Zak Orth, Reed Birney, Jason Antoon",2007-01-18,2008-01-15,99,ThinkFilm,Rotten,36,81,40,77947
The Happening,"""The Happening"" is a lightning-paced, heart-pounding paranoid thriller about a family on the run from an inexplicable and unstoppable event that threatens not only humankind, but the most basic human instinct of them all--survival.","The Happening begins with promise, but unfortunately descends into an incoherent and unconvincing trifle.",R,"Drama, Mystery & Suspense, Science Fiction & Fantasy",M. Night Shyamalan,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Ashlyn Sanchez, Betty Buckley, Spencer Breslin, Robert Bailey Jr., Frank Collison, Jeremy Strong, Alan Ruck, Victoria Clark, M. Night Shyamalan, Robert Lenzi, Alison Folland, Kristen Connolly, Cornell Womack, Curtis L. McClarin, Derege Harding, Kerry O'Malley, Shayna Levine, Stéphane Debac, Cyrille Thouvenin, Babita Hariani, Alicia Taylor, Edward James Hyland, Armand Schultz, Stephen Singer, Sophia Burke, Alex Van Kooy, Charlie Saxton, Kathy Hart, Lisa Gunn, Rick Foster, Marc H. Glick, Don Castro, Bill Chemerka, Jann Ellis, Jan Ellis, Whitney Sugarman, Mary Ellen Driscoll, Greg Wood, Peter Appel, Eoin O'Shea, Michael Quinlan, Lyman Chen, Brian O'Halloran, Megan Mazaika, Richard Chew, Keith E. Bullard, Joel de la Fuente, Ashley Brimfield, Mara Hobel, James ""Jimbo"" Breen, James Breen, Carmen Bitonti, Brian Anthony Wilson, Greg Smith Aldridge, Ukee Washington, John Ottavino, Sid Doherty, Wes Heywood, Nancy Sokerka, Julia Yorks, Bill Shusta, Kirk Penberthy, Alex Craft, Allie Habberstad",2008-06-11,2008-10-07,90,20th Century Fox,Rotten,18,179,24,370131
Molière,"In 1645, the French playwright and actor Jean-Baptiste Poquelin -- better known as Molière -- mysteriously disappeared for several weeks, and this lavish comedy drama imagines a scenario that could explain what may have happened to him. At this time, Molière (Romain Duris) is touring the French countryside with his traveling theater company, and he's yet to be recognized as one of the continent's great authors (or achieve significant financial success). Molière is put in jail after skipping out on some unpaid debts, but is freed after his fine is paid by two strangers. Molière discovers his benefactors are acting on behalf of Jourdain (Fabrice Luchini), a very wealthy man who has a beautiful wife, Elmire (Laura Morante) and two lovely daughters. However, Jourdain has fallen head over heels for Celimene (Ludivine Sagnier), a gorgeous widow, and he's written a short play in order to demonstrate his feelings for her. Jourdain needs someone to help him polish his script and serve as an acting coach, and he's recruited Molière for the job. Needing the money, Moliere accepts, but he poses as a man of the cloth, Monsieur Tartuffe, to keep his identity a secret. Molière soon realizes that Jourdain's talent exists only in the rich man's imagination, and that Jourdain already has a rival for Celimene's affections, the charming but duplicitous Dorante (Edouard Baer). Molière was written and directed by Laurent Tirard. ~ Mark Deming, Rovi","Moliere is a sophisticated, witty biopic of the great satirist.",PG-13,Comedy,"Laurent Tirard, Laurent Sivot","Laurent Tirard, Grégoire Vigneron, Fanny Valette, Jean-Claude Jay","Romain Duris, Édouard Baer, Fabrice Luchini, Laura Morante, Ludivine Sagnier, Fanny Valette, Gilian Petrovski, Melanie Dos Santos, Sophie-Charlotte Husson, Arié Elmaleh, Gonzague Montuel, Gilian Petrovsky, Eric Berger, Anne Suarez, Annelise Hesme, Luc Tremblais, Nicolas Vaude, Philippe Du Janerand, Isabelle Caubère, Pierre Laplace, Wilfred Benaiche, François Civil, Jean-Michel Lahmi, Marie Gili-Pierre, Francis Van Litsenborgh, Yves Robin, François Toumarkine, Isabelle Vitari, Antoine Blanquefort, Caroline Gillain, Daphné de Quatrebarbes, Jean-Claude Jay",2007-07-27,2007-11-20,121,Sony Pictures Classics,Fresh,69,88,79,10937
Straightheads (Closure),"Award-winning documentary about adoption, identity, and what it means to be connected by blood.",,R,"Drama, Mystery & Suspense",Dan Reed,,"Gillian Anderson, Danny Dyer, Anthony Calf, Ralph Brown, Steven Robertson, Francesca Fowler, Adam Rayner, Anthony Byrne, Gugu Mbatha-Raw, Neil Finnighan",2007-04-27,2007-09-18,80,Sony Pictures Entertainment,Rotten,40,20,33,4643
Borderland,"When three Texas University students travel to a Mexican border town on the eve of their graduation, the last thing they expect is to face their own deaths.Without warning, they fall prey to an ancient blood cult hellbent on finding candidates for human sacrifice. Based on true events, Borderland tells a story which blends the raw fear of Texas Chainsaw Massacre with the stark reality of In Cold Blood, evoking a world soaked in paranoia, fear, and dread.--© After Dark Films",,R,"Drama, Horror, Mystery & Suspense",Zev Berman,"Zev Berman, Eric Poppen","Brian Presley, Martha Higareda, Jake Muxworthy, Rider Strong, Damián Alcázar, Sean Astin, Marco Bacuzzi, Marco Bascuzzi, Roberto Sosa, Humberto Busto, Francesca Guillen, Beto Cuevas, Elizabeth Cervantes, Jose María Yazpik, Alenka Ríos, Kathryn Tamblyn",2007-11-09,2008-03-18,104,After Dark Films,Fresh,100,8,43,4187
Spiral,"A reclusive telemarketer's dysfunctional friendship with his boss is alleviated when a whimsical co-worker enters his life. But as he begins to sketch his new friend''s portrait, disturbing feelings from his past threaten to lead him down a path of destruction.",,PG-13,"Drama, Mystery & Suspense","Adam Green, Joel David Moore","Joel David Moore, Jeremy Danial Boreing","Joel David Moore, Amber Tamblyn, Zachary Levi, Tricia Helfer, David Müller, Annie Neal, Arlene Ancheta, Jeremy Danial Boreing",2007-01-27,2010-05-24,90,Anchor Bay Entertainment,Rotten,55,11,59,8997
Alexandra,"Though Russian director Alexander Sokurov's feature Alexandra unfolds against the backdrop of military life, it constitutes a stark and deliberate chamber drama in lieu of a war picture. Alexandra Nikolaevna (Galina Vishnevskaya) is an elderly woman with a grandson, Denis (Vasily Shevtsov), conscripted into the army of the Chechen Republic. When she makes the arduous journey to visit him, the startling nature of military life as it unfolds before her eyes -- the absence of women, the blind acceptance of amenities that so many take for granted, the emotional inexpressiveness -- completely bewilders her and introduces her to a world infinitely more alien than any she has ever experienced.","At once ethereal and tangible, Aleksandr Sokurov's humane Chechen War drama features a spectacular turn by opera star Galina Vishnevskay.",NR,Drama,Aleksandr Sokurov,Aleksandr Sokurov,"Galina Vishnevskaya, Vasily Shetvtsov, Vasily Shevtsov, Raisa Gichaeva, Evgeni Tkachuk, Alexander Kladko, Andrei Bogdanov, Rustam Shakhgireyev, Alexei Nejmyshev, Alexander Aleshkin, Alexander Peredkov, Alexander Udaltsov, Maxim Fomin, Konstantin Gaiduk, Sergei Makarov, Valentin Kuznetsov, Vladimir Studenovsky, Sergei Lobsev, Zulai Aidomirov, Aset Murtazalieva, Violetta Solodyagina, Sultan Dokaev",2007-05-25,2009-04-28,94,The Cinema Guild,Certified Fresh,88,59,69,1333
Blood and Tears: The Arab-Israeli Conflict,"Documentary filmmaker Isidore Rosmarin investigates the ongoing conflict that continues to fester like an open wound that never quite has the opportunity to heal. Upon determining to investigate the Arab-Israeli conflict, Rosmarin and company decide to look past public politics and go straight to the source. The result is a series of frank and illuminating discussions with mullahs, ministers, soldiers, terrorists, peace activists, war hawks, and average families who are just trying to avoid being consumed by the hatred that surrounds them. Additional interviews with high profile officials including Hamas officials, former Israeli Prime Ministers, and senior Palestinian officials help to get to the origins of the conflict while simultaneously revealing the lingering myths about how mankind deals with such acute human conflict.",,PG-13,Documentary,Isidore Rosmarin,"Isidore Rosmarin, Jeff Helmreich","Akbar Ahmed, Eve Harow, Saeb Erekat, Izzeldin Abuelaish, Benjamin Netanyahu, Ehud Barak, Shimon Peres, Yossi Klein Haveil, Renee Yakira, Ameed Al Masri, Sari Nusseibeh, Abdel Aziz al-Rantisi, Joseph Farah, Rashid Khalidi, Bernard Lewis, Michael Oren, Khalil Shikaki, Fouad Ajami, Alan M. Dershowitz",2007-06-15,2007-08-28,73,ThinkFilm,Rotten,50,6,33,1719
The Cool School,"The Cool School is an object lesson in how to build an art scene from scratch and what to avoid in the process. The film focuses on the seminal Ferus Gallery, which groomed the LA art scene from a loose band of idealistic beatniks into a coterie of competitive, often brilliant artists, including Ed Kienholz, Ed Ruscha, Craig Kauffman, Wallace Berman, Ed Moses and Robert Irwin. The Ferus also served as launching point for New York imports, Andy Warhol (hosting his first Soup Can show), Jasper Johns and Roy Lichtenstein as well as leading to the first Pop Art show and Marcel Duchamp's first retrospective. What was lost and gained is tied up in a complex web of egos, passions, money, and art. This is how L.A. came of age.","A breezy and lively modern art documentary, revealing that LA is not a cultural wasteland when it comes to fine art.",NR,"Documentary, Musical & Performing Arts",Morgan Neville,"Kristine Mckenna, Morgan Neville","Jeff Bridges, John Baldessari, Dennis Hopper, Robert Irwin, Edward Ruscha, Dean Stockwell, David LaFaille, Peter Plagens, Ed Bereal, William Claxton, Irving Blum, Billy Al Bengston, Eddie Moses, Larry Bell, Walter Hopps, Ed Kienholz, Ken Price",2008-03-07,2008-07-29,86,Arthouse Films,Fresh,92,26,63,514
Pathology,"Milo Ventimiglia (of the blockbuster TV series Heroes), headlines this dark crime thriller, which marks the sophomore directorial outing of Marc Schoelermann, following the 2006 telemovie Hexxx. Ventimiglia portrays a young intern, newly arrived at the University Hospital in Philadelphia, who stumbles onto a psychopathic group of colleagues playing a vile game. They regularly select one of their members (on a rotational basis) to commit the ""perfect murder,"" while the rest use forensic methods to try to determine exactly how the homicide was executed. Alyssa Milano (of TV's Who's the Boss? and Charmed) co-stars as Ventimiglia's fiancée, while thesps Johnny Whitworth and Lauren Lee Smith are among the perpetrators. Mark Neveldine and Brian Taylor (of Crank fame) scripted.",,R,"Drama, Mystery & Suspense","Marc Scholermann, Marc Schoelermann","Brian Taylor, Mark Neveldine","Milo Ventimiglia, Michael Weston, Alyssa Milano, Lauren Lee Smith, Johnny Whitworth, John De Lancie, Mei Melançon, Mei Melançon, Keir O'Donnell, Buddy Lewis, Dan Callahan, Larry Drake",2008-04-18,2008-09-23,94,MGM,Rotten,45,22,39,49436
